matric_pct,inter_pct,entry_test_score,eligibility_score,budget,program,university_tier,university_type,admission_chance
87,88,34,71.5,1431014,Civil Engineering,1,Government,Medium
65,82,61,70.6,1168379,Food Science,3,Private,Medium
79,89,54,75.5,1696671,Food Science,2,Private,High
47,59,96,66.5,2203356,Marketing,3,Government,High
59,53,86,64.7,1706820,Psychology,1,Private,Low
96,89,74,86.6,1252560,Software Engineering,2,Government,High
97,71,31,66.8,2276857,Food Science,3,Government,High
72,77,71,73.7,1545413,Information Technology,3,Private,High
53,97,61,73.0,1569683,Agriculture,1,Private,Low
75,53,96,72.5,2207344,Software Engineering,1,Government,Low
54,90,36,63.0,1680061,Food Science,1,Government,Low
82,94,83,87.1,704975,LLB,3,Government,High
46,74,62,62.0,916029,Civil Engineering,3,Private,Medium
75,65,62,67.1,1533495,Computer Science,3,Private,High
62,100,68,79.0,2029629,Economics,3,Private,Medium
63,54,64,59.7,1251594,Cyber Security,2,Government,Low
85,45,41,55.8,1870174,Information Technology,3,Private,Medium
59,56,50,55.1,697046,BBA,2,Government,Low
93,97,51,82.0,623102,Psychology,3,Private,High
84,84,59,76.5,586104,Data Science,1,Government,Medium
81,71,83,77.6,610049,Data Science,1,Government,Medium
77,100,54,79.3,1283365,Media Studies,2,Government,High
65,47,60,56.3,2194848,Information Technology,1,Private,Low
62,88,77,76.9,1859119,Food Science,1,Private,Medium
100,58,78,76.6,904348,LLB,3,Private,High
67,93,96,86.1,613894,Data Science,1,Government,Medium
49,73,87,70.0,956177,Data Science,2,Private,Low
55,87,36,62.1,2123435,Marketing,2,Government,Medium
81,84,81,82.2,1373130,Accounting & Finance,3,Government,High
69,99,35,70.8,1941248,Data Science,1,Private,Medium
87,84,32,69.3,1187919,Accounting & Finance,1,Private,Low
45,88,98,78.1,2128247,Artificial Intelligence,3,Government,High
68,57,79,66.9,601109,Agriculture,3,Private,Medium
80,78,44,68.4,1518665,Computer Science,2,Government,Medium
50,86,50,64.4,763196,Economics,2,Government,Low
67,100,76,82.9,1056965,Economics,3,Government,Medium
90,83,57,77.3,1727798,Data Science,2,Private,High
55,50,73,58.4,825433,Information Technology,3,Government,Medium
79,77,40,66.5,1729677,Data Science,3,Private,Medium
62,96,72,78.6,2279512,Psychology,1,Government,Low
53,64,48,55.9,1682425,Marketing,3,Government,Medium
84,72,47,68.1,1271445,Software Engineering,1,Private,Medium
99,77,64,79.7,934123,Economics,3,Government,High
91,78,57,75.6,1576025,Information Technology,3,Private,High
67,46,47,52.6,2144055,Accounting & Finance,1,Government,Low
100,97,71,90.1,1516134,Software Engineering,1,Private,Medium
98,90,72,87.0,2145586,Cyber Security,2,Private,High
53,46,78,57.7,1381093,Electrical Engineering,1,Private,Low
85,68,31,62.0,584383,Software Engineering,1,Government,Low
96,54,36,61.2,2158541,Computer Engineering,2,Private,Low
95,50,89,75.2,1388099,Computer Engineering,1,Government,Low
46,94,31,60.7,812256,Media Studies,3,Government,Medium
54,83,35,59.9,1811289,Mechanical Engineering,1,Private,Low
58,93,97,83.7,2068055,Computer Engineering,1,Private,High
64,94,58,74.2,1909988,Food Science,2,Government,Low
77,66,31,58.8,1924713,Artificial Intelligence,1,Government,Low
100,64,76,78.4,1638384,Mechanical Engineering,2,Private,High
96,60,99,82.5,2087019,Software Engineering,3,Private,High
99,47,65,68.0,1105715,LLB,2,Government,Medium
79,65,100,79.7,977383,BBA,2,Private,Medium
51,53,46,50.3,1797051,Cyber Security,2,Government,Low
56,94,50,69.4,2153580,Marketing,3,Private,High
56,80,52,64.4,549956,Data Science,2,Private,Low
52,63,72,62.4,1567053,Computer Engineering,1,Private,Low
98,57,43,65.1,728001,BBA,2,Private,Medium
60,54,64,58.8,1970713,Civil Engineering,2,Government,Low
56,78,82,72.6,1710021,Economics,1,Private,Medium
90,66,42,66.0,662429,Software Engineering,2,Private,Low
54,62,83,65.9,1623974,Accounting & Finance,3,Private,High
80,61,34,58.6,742897,LLB,1,Government,Low
59,52,68,58.9,2182090,Mechanical Engineering,2,Government,Low
58,65,79,67.1,1712629,Data Science,3,Private,High
91,100,77,90.4,901545,BBA,1,Private,Low
49,67,92,69.1,919621,Media Studies,3,Private,High
63,69,55,63.0,1792677,Data Science,3,Private,Medium
84,60,77,72.3,1256153,Civil Engineering,3,Private,Medium
45,91,67,70.0,1577196,Software Engineering,3,Government,High
77,69,73,72.6,1716936,Economics,1,Government,Low
48,97,74,75.4,2025155,Mechanical Engineering,3,Private,High
61,49,61,56.2,1073161,Agriculture,1,Government,Low
50,57,72,59.4,1031812,Food Science,1,Government,Low
54,82,61,67.3,2225080,Marketing,3,Private,High
67,89,39,67.4,2160653,Cyber Security,1,Private,Low
73,69,57,66.6,2087114,Civil Engineering,3,Private,High
97,82,50,76.9,518643,Computer Science,3,Government,Medium
51,57,93,66.0,1104485,Media Studies,2,Private,Medium
88,96,34,75.0,716747,Agriculture,3,Private,High
84,80,71,78.5,533735,Civil Engineering,1,Private,Low
67,68,94,75.5,1925917,Agriculture,3,Private,High
70,96,36,70.2,914880,Civil Engineering,2,Private,Medium
45,96,64,71.1,648734,Economics,3,Government,High
85,86,47,74.0,1677214,Food Science,1,Government,Medium
62,83,91,79.1,693539,Media Studies,2,Private,Medium
72,73,45,64.3,1694777,Marketing,3,Private,Medium
69,62,99,75.2,1181476,Information Technology,3,Private,High
63,63,39,55.8,1534520,Civil Engineering,1,Private,Low
50,82,32,57.4,1792545,LLB,1,Government,Low
63,62,50,58.7,1943208,Economics,2,Private,Low
90,78,63,77.1,1805473,Media Studies,3,Private,High
83,79,92,84.1,742865,Civil Engineering,3,Private,High
52,82,95,76.9,2248516,Media Studies,1,Government,Medium
55,89,74,74.3,509741,Data Science,1,Private,Low
95,96,93,94.8,1978535,Media Studies,2,Government,High
93,45,69,66.6,2258115,Mechanical Engineering,2,Government,Low
82,70,83,77.5,1248888,Data Science,2,Private,High
95,61,75,75.4,1977241,LLB,2,Government,High
45,70,80,65.5,1708401,Computer Engineering,3,Government,High
90,77,59,75.5,2125863,Cyber Security,1,Private,Low
52,55,91,64.9,703079,Civil Engineering,2,Government,Medium
87,89,94,89.9,1727877,Civil Engineering,1,Government,High
70,72,47,63.9,1838293,Food Science,2,Private,Medium
94,87,79,86.7,1692362,Marketing,1,Private,Medium
58,86,37,62.9,1184749,Food Science,3,Private,Medium
58,79,84,74.2,1624357,Media Studies,3,Government,High
94,56,60,68.6,1220783,Artificial Intelligence,1,Private,Medium
93,56,88,76.7,535823,Electrical Engineering,3,Government,High
61,97,85,82.6,1783439,Economics,2,Government,Medium
88,59,96,78.8,1332941,Economics,1,Private,Medium
77,98,93,90.2,1436355,BBA,2,Government,High
49,100,49,69.4,596862,BBA,3,Government,High
97,84,57,79.8,1142947,Artificial Intelligence,1,Government,Low
94,73,96,86.2,1482266,BBA,3,Government,High
55,62,58,58.7,962922,Cyber Security,1,Government,Low
95,81,52,76.5,2266877,Software Engineering,3,Government,Medium
63,59,81,66.8,526482,Marketing,2,Government,Medium
82,88,42,72.4,661585,Software Engineering,3,Government,High
86,78,79,80.7,958307,Computer Science,2,Government,Medium
98,59,64,72.2,1857951,BBA,2,Private,Medium
75,59,57,63.2,709257,Marketing,2,Private,Medium
73,51,51,57.6,847367,Artificial Intelligence,2,Government,Low
61,91,100,84.7,1690685,Agriculture,3,Private,High
73,47,53,56.6,1986806,Data Science,1,Government,Low
71,62,53,62.0,543730,Food Science,3,Government,Medium
86,96,71,85.5,1010407,Media Studies,2,Private,High
69,94,64,77.5,1575538,Accounting & Finance,2,Private,High
55,92,55,69.8,2125081,Computer Science,3,Government,High
66,92,60,74.6,715146,Cyber Security,1,Government,Medium
52,63,39,52.5,2133157,Computer Science,2,Private,Low
80,85,69,78.7,1197520,Media Studies,2,Government,High
80,54,57,62.7,1762101,Marketing,2,Private,Medium
59,68,73,66.8,734468,Artificial Intelligence,1,Government,Low
73,71,64,69.5,1769384,Computer Engineering,1,Government,Low
82,85,63,77.5,917301,LLB,1,Private,Low
64,84,42,65.4,1815996,Media Studies,1,Private,Medium
59,53,88,65.3,2166894,Mechanical Engineering,3,Private,High
83,83,81,82.4,580989,Media Studies,1,Government,Medium
78,66,74,72.0,773905,Electrical Engineering,3,Private,High
85,69,72,74.7,772380,Marketing,1,Private,Low
77,90,85,84.6,1088078,Accounting & Finance,3,Government,High
52,87,91,77.7,1935620,Information Technology,2,Private,High
95,73,75,80.2,1066836,Civil Engineering,3,Private,High
51,63,54,56.7,997256,LLB,3,Private,Medium
95,87,72,84.9,921015,Electrical Engineering,2,Government,Medium
56,99,96,85.2,1037540,Electrical Engineering,1,Government,High
73,58,51,60.4,1607396,Civil Engineering,1,Government,Low
63,85,36,63.7,1502200,BBA,3,Government,Low
54,48,86,61.2,1145592,Electrical Engineering,3,Government,Medium
82,49,48,58.6,706004,Software Engineering,1,Government,Low
65,57,43,55.2,728329,Food Science,1,Private,Low
52,64,45,54.7,2257123,Civil Engineering,1,Government,Low
85,73,100,84.7,619646,Information Technology,2,Private,Medium
77,99,70,83.7,1170062,Accounting & Finance,2,Government,High
81,45,47,56.4,1139162,Marketing,2,Private,Low
75,89,85,83.6,1744987,Economics,1,Private,Medium
66,51,50,55.2,1503913,Electrical Engineering,3,Private,Low
82,67,62,70.0,1478987,Software Engineering,2,Private,Medium
100,70,52,73.6,1223075,Data Science,3,Private,High
100,91,36,77.2,1703201,Computer Engineering,3,Private,High
73,64,83,72.4,1765484,Mechanical Engineering,3,Government,High
75,57,78,68.7,815394,Computer Science,2,Private,Medium
74,61,61,64.9,1935004,Media Studies,1,Government,Low
95,85,60,80.5,2212120,Food Science,3,Government,High
74,100,42,74.8,706819,Civil Engineering,3,Government,High
95,91,44,78.1,1182690,Accounting & Finance,1,Private,Low
48,66,31,50.1,564293,Artificial Intelligence,1,Private,Low
49,55,82,61.3,1112282,LLB,1,Private,Low
77,79,45,68.2,1222142,Computer Science,2,Government,Medium
76,89,41,70.7,1203588,Mechanical Engineering,3,Government,High
82,55,95,75.1,1677436,Civil Engineering,3,Government,High
92,56,43,62.9,2112729,Software Engineering,2,Government,Medium
96,85,33,72.7,2158809,Accounting & Finance,2,Government,Medium
79,90,47,73.8,533295,Software Engineering,2,Private,Medium
50,81,36,58.2,902679,Data Science,2,Government,Low
89,77,71,78.8,595927,Civil Engineering,1,Private,Low
99,81,86,87.9,1895720,Cyber Security,1,Government,High
93,68,41,67.4,1010657,Electrical Engineering,2,Government,Low
92,45,54,61.8,1268819,Psychology,1,Government,Low
92,75,97,86.7,1730081,Computer Science,3,Private,Medium
58,61,91,69.1,1168350,Civil Engineering,3,Private,High
98,49,60,67.0,2006938,Information Technology,1,Private,Medium
59,71,74,68.3,994722,Data Science,2,Government,Medium
57,100,52,72.7,1165326,Agriculture,3,Government,High
90,86,88,87.8,570442,Information Technology,2,Government,Medium
53,51,38,47.7,1638692,BBA,2,Government,Low
45,45,42,44.1,962312,LLB,1,Private,Low
66,90,74,78.0,1782031,Software Engineering,3,Government,High
53,65,61,60.2,763993,Software Engineering,1,Private,Low
84,84,82,83.4,964869,Mechanical Engineering,2,Government,Low
95,89,52,79.7,872804,LLB,1,Private,Low
96,85,35,73.3,1655944,Data Science,2,Government,Medium
87,61,67,70.6,1786628,Economics,2,Private,Low
62,78,63,68.7,1315480,LLB,2,Government,Medium
61,97,95,85.6,717626,Cyber Security,1,Government,High
73,95,30,68.9,818125,Mechanical Engineering,2,Private,Medium
63,57,51,57.0,859761,Software Engineering,2,Government,Low
60,63,42,55.8,694633,Computer Science,3,Government,Medium
51,82,66,67.9,927040,LLB,1,Government,Low
45,75,55,60.0,1928151,Mechanical Engineering,1,Government,Low
81,66,35,61.2,2215904,Mechanical Engineering,1,Government,Low
70,98,42,72.8,1043880,Marketing,3,Government,High
62,48,52,53.4,720915,Software Engineering,1,Private,Low
72,94,69,79.9,1066565,Information Technology,3,Government,High
50,77,47,59.9,923062,Agriculture,2,Private,Low
83,85,65,78.4,2157077,BBA,2,Private,High
75,82,69,76.0,1394176,Civil Engineering,2,Government,High
51,74,30,53.9,1396411,Food Science,3,Government,Low
82,75,43,67.5,704534,BBA,3,Government,High
63,59,96,71.3,1789697,Computer Engineering,2,Government,Medium
89,94,30,73.3,1379049,Cyber Security,3,Government,High
83,51,62,63.9,1016175,Civil Engineering,1,Government,Low
85,59,40,61.1,1963593,Computer Science,3,Private,Low
54,99,75,78.3,1895176,Information Technology,3,Private,High
89,73,46,69.7,1765784,Psychology,2,Government,Medium
48,77,54,61.4,1649410,Data Science,3,Government,Medium
59,47,53,52.4,1482373,Agriculture,1,Government,Low
90,73,99,85.9,818305,LLB,1,Private,Low
89,59,47,64.4,2045408,Computer Science,3,Government,Medium
49,77,84,70.7,1358678,Electrical Engineering,2,Government,Low
48,72,93,71.1,1157234,Computer Engineering,1,Private,Low
65,51,75,62.4,1639219,Marketing,2,Government,Low
62,94,51,71.5,736197,Artificial Intelligence,1,Government,Medium
61,93,67,75.6,773528,Mechanical Engineering,2,Government,Medium
85,59,37,60.2,965713,Cyber Security,3,Government,Medium
46,57,51,51.9,1793399,Agriculture,2,Government,Low
75,71,83,75.8,1198728,Accounting & Finance,3,Government,High
70,68,59,65.9,1116463,Civil Engineering,1,Private,Low
70,79,35,63.1,535240,Artificial Intelligence,3,Government,Low
50,72,91,71.1,2141052,LLB,3,Private,High
53,75,92,73.5,1892295,LLB,2,Government,Medium
62,45,64,55.8,2298998,Psychology,3,Private,Medium
51,80,81,71.6,1167734,Marketing,1,Private,Low
70,50,96,69.8,528798,Economics,1,Government,Low
92,45,74,67.8,874645,Cyber Security,1,Government,Low
94,80,52,75.8,1467168,Psychology,2,Private,High
83,86,52,74.9,1938736,Accounting & Finance,2,Government,Medium
73,56,34,54.5,769134,Information Technology,3,Private,Medium
59,90,75,76.2,1500794,Mechanical Engineering,3,Private,High
98,91,84,91.0,2116154,Agriculture,1,Private,High
63,49,57,55.6,1921586,Computer Science,1,Government,Low
65,89,63,74.0,1104874,Artificial Intelligence,2,Government,Low
98,88,69,85.3,1562814,Media Studies,1,Private,Medium
90,50,51,62.3,1636018,Computer Engineering,3,Government,Medium
97,80,65,80.6,1562605,Cyber Security,2,Government,High
51,95,92,80.9,546361,Software Engineering,1,Government,Medium
76,96,97,90.3,1286317,Mechanical Engineering,2,Government,High
58,92,85,79.7,521486,Marketing,2,Government,Low
95,86,98,92.3,548350,Marketing,1,Private,Low
61,49,73,59.8,600622,Mechanical Engineering,2,Government,Low
79,78,47,69.0,2282245,Information Technology,2,Private,Medium
100,90,40,78.0,802441,Cyber Security,3,Private,High
94,77,51,74.3,1877739,Information Technology,2,Government,Medium
97,51,70,70.5,2056674,LLB,1,Private,Medium
81,74,79,77.6,1465237,Cyber Security,1,Government,Low
47,53,53,51.2,1636257,Economics,1,Government,Low
48,74,100,74.0,990294,Software Engineering,3,Private,High
99,86,69,84.8,2283611,Psychology,2,Government,High
98,84,64,82.2,531086,Mechanical Engineering,2,Private,Low
74,67,54,65.2,694543,Computer Engineering,2,Private,Medium
77,85,44,70.3,1270537,Information Technology,1,Private,Low
85,46,99,73.6,1846716,Psychology,1,Private,Low
82,81,69,77.7,1995211,Computer Engineering,1,Private,Medium
67,45,93,66.0,1004196,Computer Engineering,3,Government,High
92,80,56,76.4,1282663,Civil Engineering,3,Government,Medium
78,67,67,70.3,594748,LLB,2,Private,Low
49,46,37,44.2,2167209,Marketing,1,Government,Low
55,81,36,59.7,1473249,Mechanical Engineering,2,Government,Low
95,79,35,70.6,975145,Artificial Intelligence,3,Private,High
85,67,45,65.8,1089925,Information Technology,1,Private,Low
65,65,88,71.9,1293202,Cyber Security,2,Government,Medium
76,62,63,66.5,1388736,Psychology,3,Government,High
66,88,73,76.9,1383573,Artificial Intelligence,2,Private,Medium
53,90,97,81.0,1054888,Computer Engineering,2,Private,High
89,89,68,82.7,863958,Software Engineering,3,Private,High
80,67,88,77.2,1433037,Agriculture,3,Government,High
54,51,45,50.1,1918990,Economics,2,Private,Low
48,78,48,60.0,933375,Software Engineering,3,Private,Medium
91,87,49,76.8,749194,Psychology,1,Private,Low
79,98,71,84.2,1315348,Agriculture,2,Private,High
93,82,61,79.0,552157,BBA,3,Government,High
75,75,30,61.5,2107893,LLB,2,Government,Low
67,51,85,66.0,2163570,Psychology,2,Government,Medium
70,77,43,64.7,539139,Economics,2,Private,Medium
97,99,76,91.5,671171,Economics,2,Government,Medium
65,65,63,64.4,1787582,BBA,2,Private,Low
94,51,30,57.6,1182906,Data Science,1,Private,Low
84,60,82,73.8,1983289,Agriculture,2,Government,Medium
98,97,76,91.0,2019100,Food Science,2,Private,High
73,91,52,73.9,1417394,Information Technology,1,Government,Medium
59,91,83,79.0,1115723,Mechanical Engineering,3,Private,High
70,48,57,57.3,2180118,Accounting & Finance,2,Private,Low
60,49,87,63.7,980815,Agriculture,1,Government,Low
91,48,97,75.6,2270228,Media Studies,1,Government,Medium
92,97,73,88.3,1922106,Information Technology,3,Private,High
57,75,31,56.4,2117210,Psychology,3,Private,Low
100,93,52,82.8,1397492,Marketing,1,Private,Medium
49,73,62,62.5,603089,Economics,3,Private,Low
60,79,77,72.7,1233048,Psychology,1,Private,Low
74,54,53,59.7,1507121,Psychology,1,Government,Low
86,52,48,61.0,1038607,Computer Engineering,1,Government,Low
67,84,99,83.4,794499,BBA,1,Government,Medium
86,82,70,79.6,1230765,Media Studies,1,Private,Medium
48,69,54,58.2,1579620,Mechanical Engineering,2,Government,Low
50,57,60,55.8,2275618,Data Science,1,Private,Low
96,92,36,76.4,1408392,Data Science,3,Private,Medium
54,47,30,44.0,1124789,Data Science,2,Government,Low
51,57,33,48.0,820669,Food Science,2,Government,Low
49,92,67,71.6,1498340,Electrical Engineering,3,Government,Medium
63,66,80,69.3,2266912,Food Science,1,Private,Low
94,93,86,91.2,885672,Computer Science,2,Government,Medium
78,52,44,57.4,1288784,Accounting & Finance,3,Government,Medium
97,68,57,73.4,595151,Cyber Security,1,Private,Low
71,61,95,74.2,2006091,Computer Science,1,Private,Medium
82,73,98,83.2,1540362,Food Science,2,Government,High
86,57,32,58.2,664990,Psychology,2,Private,Low
64,93,34,66.6,2251768,LLB,3,Government,High
55,87,70,72.3,672310,Electrical Engineering,1,Government,Low
83,45,51,58.2,928128,Food Science,1,Government,Low
53,50,77,59.0,1273487,Civil Engineering,2,Government,Low
72,70,70,70.6,2181475,Food Science,2,Private,Low
75,79,43,67.0,871577,BBA,3,Private,High
89,55,78,72.1,571831,Data Science,3,Private,High
69,75,68,71.1,1750317,Food Science,2,Private,Low
45,51,76,56.7,1123589,Artificial Intelligence,3,Private,Medium
50,76,77,68.5,1761160,Data Science,1,Government,Low
53,56,84,63.5,2085999,LLB,2,Private,Medium
54,78,61,65.7,1360934,Media Studies,1,Government,Low
63,77,68,70.1,1338204,Mechanical Engineering,1,Private,Medium
47,45,61,50.4,804579,Electrical Engineering,3,Government,Medium
93,73,43,70.0,1450041,Media Studies,1,Private,Low
57,90,72,74.7,1896189,Marketing,1,Private,Low
57,81,42,62.1,1026977,Civil Engineering,3,Government,Medium
94,46,55,63.1,1219301,Mechanical Engineering,3,Government,Medium
58,92,78,77.6,1669109,Data Science,3,Government,High
51,91,36,62.5,910134,Psychology,2,Private,Medium
57,68,73,66.2,1834720,Cyber Security,3,Government,Medium
78,82,74,78.4,1221959,Mechanical Engineering,2,Government,High
51,54,50,51.9,1083527,Data Science,2,Government,Low
77,94,47,74.8,1397072,Civil Engineering,2,Private,Low
76,66,52,64.8,1152088,Software Engineering,1,Private,Low
73,58,62,63.7,1236281,Cyber Security,3,Private,Medium
87,87,51,76.2,1140147,Computer Engineering,1,Government,Low
99,46,36,58.9,2294054,Cyber Security,2,Private,Low
78,53,80,68.6,2122605,Food Science,3,Private,High
50,94,99,82.3,2190170,LLB,2,Government,High
62,98,75,80.3,1561341,Civil Engineering,2,Private,High
88,55,93,76.3,1202656,Cyber Security,1,Private,Medium
76,93,93,87.9,919126,Data Science,1,Government,High
97,87,33,73.8,1173917,Accounting & Finance,1,Government,Medium
54,89,42,64.4,1026005,Civil Engineering,3,Government,Medium
47,64,67,59.8,1712098,Software Engineering,2,Private,Low
85,61,93,77.8,2056950,Computer Science,1,Private,Medium
49,52,77,58.6,1599530,Accounting & Finance,1,Government,Low
88,94,99,93.7,1761746,Accounting & Finance,3,Private,High
58,58,31,49.9,520967,Artificial Intelligence,1,Government,Low
47,45,99,61.8,822462,Artificial Intelligence,1,Government,Low
47,90,37,61.2,1275172,Mechanical Engineering,1,Private,Low
91,91,100,93.7,2002339,Agriculture,1,Private,High
72,50,69,62.3,1624891,Computer Engineering,2,Private,Medium
93,94,44,78.7,1291293,Software Engineering,2,Private,High
97,92,58,83.3,721463,Mechanical Engineering,2,Government,Medium
79,94,61,79.6,1567616,Software Engineering,2,Government,High
73,61,93,74.2,1711420,Software Engineering,3,Private,High
90,61,83,76.3,534223,Artificial Intelligence,3,Private,High
88,51,85,72.3,1343866,LLB,3,Government,High
94,58,49,66.1,1316018,Mechanical Engineering,1,Private,Low
77,72,95,80.4,1693758,Data Science,2,Government,High
51,70,68,63.7,584239,Information Technology,2,Government,Medium
92,96,96,94.8,1521011,Artificial Intelligence,2,Private,Medium
65,100,83,84.4,668203,Marketing,3,Government,High
63,99,97,87.6,1705448,Computer Science,3,Private,High
79,77,50,69.5,950726,Artificial Intelligence,1,Government,Low
91,99,87,93.0,1266901,Data Science,2,Government,High
93,94,51,80.8,663722,Computer Science,1,Private,Low
69,73,77,73.0,810291,Information Technology,1,Private,Low
78,100,97,92.5,1366585,BBA,2,Private,High
60,97,58,74.2,1220013,Economics,1,Government,Medium
79,66,84,75.3,1908747,Artificial Intelligence,3,Government,High
62,83,49,66.5,1147724,Data Science,1,Government,Low
50,74,84,69.8,1585105,Information Technology,3,Private,High
57,80,38,60.5,1477302,Data Science,3,Government,Medium
89,71,49,69.8,1268903,Media Studies,1,Private,Medium
53,70,62,62.5,1040291,BBA,3,Government,Low
45,95,88,77.9,789381,BBA,3,Government,Medium
98,46,90,74.8,1488839,BBA,3,Private,High
63,70,96,75.7,2111928,Media Studies,1,Private,Medium
66,60,50,58.8,934423,LLB,2,Private,Low
89,65,94,80.9,2242491,Computer Science,2,Private,High
70,89,55,73.1,2253435,Accounting & Finance,1,Government,Medium
69,51,94,69.3,2016557,BBA,2,Private,Medium
53,88,64,70.3,1909020,Media Studies,1,Private,Medium
59,94,50,70.3,1684091,Media Studies,3,Government,High
50,89,57,67.7,2122494,Marketing,3,Government,High
73,82,75,77.2,1053398,Data Science,2,Private,High
71,56,80,67.7,1763424,Accounting & Finance,2,Private,Low
74,50,77,65.3,1572250,Computer Science,2,Government,Medium
99,71,35,68.6,2028576,Artificial Intelligence,1,Government,Low
78,68,94,78.8,1790565,Data Science,3,Private,Medium
62,87,45,66.9,1372516,Software Engineering,3,Government,High
58,49,97,66.1,1293327,Data Science,1,Government,Low
59,54,35,49.8,1074269,Civil Engineering,1,Private,Low
89,92,100,93.5,1352574,Artificial Intelligence,2,Government,High
90,80,60,77.0,1224155,Economics,1,Government,Medium
86,72,98,84.0,834832,Cyber Security,3,Government,Medium
51,81,50,62.7,1741644,Cyber Security,2,Government,Medium
70,49,51,55.9,591536,Food Science,1,Government,Low
63,89,69,75.2,1641717,Mechanical Engineering,2,Government,High
69,86,58,72.5,1864278,Information Technology,2,Government,Medium
51,74,75,67.4,1159118,Marketing,1,Private,Low
53,78,100,77.1,2223537,Food Science,1,Private,Medium
73,47,62,59.3,1373571,Data Science,1,Private,Low
95,48,99,77.4,1409172,Software Engineering,2,Government,High
83,74,97,83.6,1885134,Food Science,2,Private,Medium
47,74,61,62.0,1575614,Psychology,1,Government,Low
52,66,51,57.3,701394,Cyber Security,2,Private,Low
50,48,99,63.9,1453436,Computer Engineering,1,Government,Low
50,88,90,77.2,884397,Media Studies,2,Government,Medium
80,56,39,58.1,2134090,Marketing,3,Private,Low
69,72,83,74.4,748968,BBA,1,Government,Low
47,67,88,67.3,1715843,Psychology,2,Government,Medium
58,92,86,80.0,1668027,Computer Engineering,3,Private,High
94,69,44,69.0,1923521,BBA,1,Private,Medium
53,93,50,68.1,1634855,Electrical Engineering,3,Government,High
53,66,67,62.4,572931,Cyber Security,2,Private,Medium
46,97,61,70.9,1538951,Marketing,2,Government,Medium
96,72,31,66.9,1947924,Computer Science,1,Government,Low
70,79,98,82.0,1968455,Information Technology,3,Government,High
52,68,40,54.8,2115637,BBA,1,Private,Low
54,90,66,72.0,1471339,Food Science,1,Private,Low
48,45,73,54.3,1472802,Mechanical Engineering,2,Government,Low
56,74,30,55.4,660058,Mechanical Engineering,2,Private,Low
92,62,54,68.6,1555644,Mechanical Engineering,3,Private,Medium
93,89,96,92.3,543390,Accounting & Finance,2,Government,Medium
98,58,84,77.8,1120930,Electrical Engineering,3,Government,Medium
48,49,87,60.1,980962,Marketing,2,Private,Medium
98,83,42,75.2,2231937,Artificial Intelligence,3,Private,High
52,78,99,76.5,912659,Artificial Intelligence,2,Private,Low
52,88,43,63.7,1236436,Computer Engineering,2,Government,Low
97,73,67,78.4,2106023,Computer Science,1,Government,Medium
54,84,45,63.3,2201285,LLB,2,Private,Medium
73,57,67,64.8,1437110,Civil Engineering,2,Private,Medium
56,93,90,81.0,2059458,Computer Engineering,2,Government,Medium
56,100,63,75.7,550687,Software Engineering,1,Private,Low
97,93,98,95.7,1685534,Mechanical Engineering,3,Government,High
72,71,86,75.8,1206656,Artificial Intelligence,1,Private,Medium
57,98,99,86.0,1583020,Economics,3,Government,High
57,72,54,62.1,1948025,Civil Engineering,1,Private,Low
99,49,88,75.7,577508,Mechanical Engineering,3,Government,High
60,80,70,71.0,667032,Computer Science,1,Government,Low
100,86,69,85.1,796634,Data Science,2,Government,Medium
74,86,41,68.9,1484393,Psychology,1,Private,Medium
91,90,57,80.4,513903,Agriculture,2,Private,Medium
94,48,42,60.0,600468,LLB,3,Government,Medium
55,89,96,80.9,1624115,Computer Engineering,1,Private,Medium
70,68,39,59.9,1266060,Electrical Engineering,3,Government,Medium
45,70,91,68.8,1586841,Psychology,3,Private,High
64,75,90,76.2,1477277,Computer Engineering,1,Government,Low
52,97,63,73.3,912154,Media Studies,2,Private,Medium
91,87,98,91.5,1497666,Electrical Engineering,2,Government,High
73,70,91,77.2,1346755,BBA,2,Private,High
71,93,63,77.4,1207650,Civil Engineering,2,Private,High
67,76,79,74.2,2058481,Computer Science,2,Government,Medium
58,96,30,64.8,2130641,Civil Engineering,1,Government,Low
98,72,100,88.2,1786222,Agriculture,3,Private,Medium
55,54,38,49.5,1543824,Data Science,1,Government,Low
74,78,90,80.4,1658292,Media Studies,3,Government,High
90,76,91,84.7,1041601,Marketing,2,Private,Medium
90,61,39,63.1,2250023,Electrical Engineering,1,Government,Low
58,72,45,59.7,830263,Cyber Security,2,Government,Low
68,71,64,68.0,1190050,Mechanical Engineering,1,Government,Low
68,66,53,62.7,1179771,Cyber Security,2,Private,Medium
62,54,38,51.6,1626109,Artificial Intelligence,3,Private,Medium
81,96,53,78.6,2094404,LLB,2,Government,High
81,55,71,67.6,2277503,Civil Engineering,1,Private,Medium
51,47,49,48.8,1597771,Food Science,2,Government,Medium
74,61,53,62.5,852566,Psychology,2,Private,Medium
95,75,86,84.3,1193268,Artificial Intelligence,3,Private,High
77,78,49,69.0,2068656,Mechanical Engineering,2,Private,Medium
45,70,95,70.0,821554,Software Engineering,1,Private,Low
47,92,61,69.2,1736257,Economics,1,Government,Low
92,67,32,64.0,2286751,Computer Engineering,2,Government,Low
84,59,55,65.3,1514583,Cyber Security,1,Private,Medium
97,89,38,76.1,1227510,LLB,1,Private,Low
56,65,61,61.1,1230080,Media Studies,1,Private,Low
